InvoiceNo,ShipmentDate,DeliveryDate,Courier,ShippingCost,Status
537117,2010-12-05,2010-12-11,UPS,6.79,Delivered
537126,2010-12-05,2010-12-11,Hermes,3.19,Delivered
537127,2010-12-05,2010-12-08,Royal Mail,5.13,Delivered
537128,2010-12-07,2010-12-09,UPS,3.41,Delivered
537129,2010-12-05,2010-12-07,UPS,8.46,Delivered
537130,2010-12-06,2010-12-07,UPS,1.94,Delivered
537131,2010-12-07,2010-12-10,DHL,4.38,Delivered
537133,2010-12-05,2010-12-06,FedEx,5.54,Delivered
C537132,2010-12-05,2010-12-12,FedEx,5.28,Delivered
537134,2010-12-06,2010-12-13,UPS,3.95,Delivered
537135,2010-12-07,2010-12-14,DHL,5.12,Delivered
537136,2010-12-07,2010-12-08,Royal Mail,2.75,Delivered
537137,2010-12-05,2010-12-08,DHL,6.28,Delivered
537138,2010-12-07,2010-12-12,Hermes,2.83,Delivered
537139,2010-12-06,2010-12-07,FedEx,5.08,Delivered
537140,2010-12-05,2010-12-09,Hermes,6.02,Delivered
537141,2010-12-06,2010-12-07,Royal Mail,6.22,Delivered
537142,2010-12-07,2010-12-08,Hermes,2.99,Delivered
C537143,2010-12-07,2010-12-09,DHL,4.97,Delivered
537144,2010-12-06,2010-12-08,Hermes,5.11,Delivered
537153,2010-12-06,2010-12-08,Royal Mail,3.13,Delivered
537154,2010-12-07,2010-12-12,Hermes,4.72,Delivered
537155,2010-12-07,2010-12-12,Royal Mail,3.26,Delivered
537156,2010-12-07,2010-12-11,FedEx,6.43,Delivered
C537157,2010-12-06,2010-12-12,Royal Mail,4.53,Delivered
537158,2010-12-05,2010-12-11,Royal Mail,5.59,Delivered
537159,2010-12-07,2010-12-13,FedEx,6.25,Delivered
537160,2010-12-06,2010-12-13,DHL,6.39,Delivered
537163,2010-12-07,2010-12-11,UPS,2.53,Delivered
C537164,2010-12-05,2010-12-11,UPS,2.31,Delivered
537176,2010-12-05,2010-12-08,DHL,6.28,Delivered
537179,2010-12-05,2010-12-08,FedEx,5.36,Delivered
537192,2010-12-07,2010-12-11,Hermes,4.46,Delivered
537193,2010-12-07,2010-12-09,FedEx,5.09,Delivered
537194,2010-12-06,2010-12-13,Royal Mail,6.19,Delivered
537195,2010-12-05,2010-12-12,FedEx,3.66,Delivered
537196,2010-12-06,2010-12-10,UPS,6.56,Delivered
537197,2010-12-05,2010-12-09,UPS,3.78,Delivered
537198,2010-12-06,2010-12-13,Hermes,4.91,Delivered
537199,2010-12-06,2010-12-07,UPS,5.83,Delivered
537200,2010-12-07,2010-12-14,DHL,3.31,Delivered
537201,2010-12-05,2010-12-08,FedEx,4.5,Delivered
537202,2010-12-06,2010-12-10,Hermes,4.76,Delivered
C537203,2010-12-06,2010-12-09,UPS,3.82,Delivered
537204,2010-12-05,2010-12-11,FedEx,3.4,Delivered
537205,2010-12-07,2010-12-14,Royal Mail,3.59,Delivered
537206,2010-12-05,2010-12-11,UPS,2.65,Delivered
537207,2010-12-07,2010-12-09,Royal Mail,7.72,Delivered
537208,2010-12-05,2010-12-12,Hermes,4.06,Delivered
537209,2010-12-05,2010-12-06,DHL,3.07,Delivered
537210,2010-12-07,2010-12-10,FedEx,3.08,Delivered
537211,2010-12-07,2010-12-09,UPS,6.74,Delivered
537212,2010-12-06,2010-12-09,UPS,5.21,Delivered
537213,2010-12-07,2010-12-10,UPS,2.4,Delivered
537214,2010-12-06,2010-12-12,FedEx,5.0,Delivered
537215,2010-12-07,2010-12-09,UPS,5.98,Delivered
537216,2010-12-07,2010-12-11,Hermes,7.55,Delivered
537217,2010-12-07,2010-12-11,DHL,7.33,Delivered
537218,2010-12-07,2010-12-10,UPS,5.33,Delivered
537219,2010-12-05,2010-12-09,DHL,6.03,Delivered
537220,2010-12-07,2010-12-11,Royal Mail,6.94,Delivered
537221,2010-12-06,2010-12-12,FedEx,0.14,Delivered
537222,2010-12-07,2010-12-08,Hermes,0.93,Delivered
537223,2010-12-05,2010-12-11,DHL,3.9,Delivered
537224,2010-12-06,2010-12-11,DHL,5.97,Delivered
537225,2010-12-05,2010-12-07,UPS,5.93,Delivered
537226,2010-12-06,2010-12-09,Hermes,2.98,Delivered
537227,2010-12-08,2010-12-10,Hermes,4.02,Delivered
537228,2010-12-06,2010-12-07,FedEx,2.45,Delivered
537229,2010-12-07,2010-12-12,UPS,6.9,Delivered
537230,2010-12-07,2010-12-14,Hermes,9.79,Delivered
537231,2010-12-08,2010-12-09,UPS,7.4,Delivered
C537232,2010-12-07,2010-12-13,Hermes,2.7,Delivered
537233,2010-12-08,2010-12-14,Hermes,8.4,Delivered
C537234,2010-12-06,2010-12-13,DHL,0.99,Delivered
537235,2010-12-06,2010-12-13,Royal Mail,6.81,Delivered
537236,2010-12-08,2010-12-10,FedEx,5.9,Delivered
537237,2010-12-08,2010-12-10,FedEx,6.52,Delivered
537238,2010-12-08,2010-12-11,Royal Mail,4.99,Delivered
537239,2010-12-08,2010-12-11,DHL,7.84,Delivered
537240,2010-12-08,2010-12-11,Hermes,2.69,Delivered
537241,2010-12-06,2010-12-11,Hermes,4.51,Delivered
537242,2010-12-06,2010-12-08,Hermes,4.5,Delivered
537243,2010-12-08,2010-12-09,Royal Mail,2.32,Delivered
537244,2010-12-06,2010-12-07,Hermes,4.87,Delivered
537245,2010-12-08,2010-12-12,Hermes,6.37,Delivered
537246,2010-12-08,2010-12-09,UPS,6.93,Delivered
537247,2010-12-08,2010-12-11,UPS,3.39,Delivered
537248,2010-12-06,2010-12-13,UPS,4.77,Delivered
537249,2010-12-06,2010-12-08,UPS,5.74,Delivered
537250,2010-12-07,2010-12-11,UPS,5.78,Delivered
C537251,2010-12-07,2010-12-14,FedEx,7.62,Delivered
537252,2010-12-08,2010-12-15,FedEx,6.05,Delivered
537253,2010-12-07,2010-12-12,Hermes,4.84,Delivered
537254,2010-12-06,2010-12-09,DHL,3.46,Delivered
537255,2010-12-06,2010-12-08,Royal Mail,5.33,Delivered
537256,2010-12-06,2010-12-09,UPS,6.37,Delivered
537257,2010-12-06,2010-12-13,FedEx,3.43,Delivered
537258,2010-12-08,2010-12-14,FedEx,5.43,Delivered
537262,2010-12-08,2010-12-12,UPS,6.1,Delivered
537265,2010-12-07,2010-12-11,Royal Mail,6.69,Delivered
537298,2010-12-07,2010-12-09,DHL,6.07,Delivered
537301,2010-12-08,2010-12-11,Royal Mail,7.22,Delivered
537312,2010-12-08,2010-12-14,UPS,5.73,Delivered
537313,2010-12-07,2010-12-12,Royal Mail,6.22,Delivered
C537314,2010-12-07,2010-12-13,FedEx,3.26,Delivered
C537320,2010-12-07,2010-12-10,Royal Mail,2.89,Delivered
537332,2010-12-06,2010-12-09,Hermes,6.52,Delivered
C537333,2010-12-07,2010-12-08,UPS,1.6,Delivered
537334,2010-12-07,2010-12-14,Hermes,4.91,Delivered
537335,2010-12-08,2010-12-13,Royal Mail,5.62,Delivered
537346,2010-12-07,2010-12-14,FedEx,5.65,Delivered
537350,2010-12-08,2010-12-11,DHL,5.75,Delivered
537351,2010-12-08,2010-12-09,Royal Mail,7.26,Delivered
537354,2010-12-06,2010-12-08,FedEx,5.81,Delivered
537359,2010-12-06,2010-12-11,Hermes,2.72,Delivered
537360,2010-12-06,2010-12-09,Hermes,4.17,Delivered
537361,2010-12-08,2010-12-14,FedEx,6.82,Delivered
537362,2010-12-08,2010-12-11,Hermes,6.16,Delivered
537363,2010-12-08,2010-12-13,FedEx,2.83,Delivered
537364,2010-12-07,2010-12-14,Royal Mail,2.97,Delivered
537365,2010-12-07,2010-12-12,FedEx,7.2,Delivered
537366,2010-12-08,2010-12-15,Royal Mail,3.71,Delivered
537367,2010-12-08,2010-12-15,Hermes,4.1,Delivered
537368,2010-12-08,2010-12-10,Royal Mail,3.94,Delivered
537369,2010-12-08,2010-12-14,Hermes,4.39,Delivered
537370,2010-12-07,2010-12-09,DHL,9.77,Delivered
537371,2010-12-06,2010-12-08,Royal Mail,5.96,Delivered
537372,2010-12-07,2010-12-10,UPS,6.78,Delivered
537374,2010-12-07,2010-12-12,Hermes,7.49,Delivered
537375,2010-12-07,2010-12-14,Royal Mail,4.34,Delivered
C537373,2010-12-08,2010-12-11,UPS,2.67,Delivered
537376,2010-12-08,2010-12-12,FedEx,7.14,Delivered
537377,2010-12-08,2010-12-11,Hermes,4.4,Delivered
537378,2010-12-07,2010-12-13,FedEx,3.99,Delivered
537380,2010-12-06,2010-12-09,Hermes,4.17,Delivered
C537379,2010-12-07,2010-12-09,FedEx,5.41,Delivered
537381,2010-12-08,2010-12-14,UPS,1.9,Delivered
537382,2010-12-07,2010-12-11,FedEx,0.66,Delivered
C537383,2010-12-08,2010-12-11,FedEx,3.27,Delivered
537384,2010-12-06,2010-12-11,Hermes,0.93,Delivered
537385,2010-12-07,2010-12-14,DHL,8.84,Delivered
537386,2010-12-07,2010-12-08,FedEx,5.78,Delivered
537387,2010-12-07,2010-12-13,FedEx,4.78,Delivered
537388,2010-12-08,2010-12-12,DHL,5.74,Delivered
537389,2010-12-08,2010-12-14,FedEx,7.38,Delivered
537390,2010-12-06,2010-12-07,Hermes,4.92,Delivered
537391,2010-12-06,2010-12-12,Hermes,3.52,Delivered
537392,2010-12-06,2010-12-12,DHL,6.95,Delivered
537393,2010-12-08,2010-12-12,Royal Mail,5.67,Delivered
537394,2010-12-08,2010-12-15,DHL,7.53,Delivered
537395,2010-12-06,2010-12-10,UPS,5.08,Delivered
537396,2010-12-07,2010-12-13,DHL,5.06,Delivered
537397,2010-12-07,2010-12-13,Royal Mail,3.36,Delivered
C537398,2010-12-06,2010-12-12,Hermes,5.37,Delivered
537399,2010-12-06,2010-12-08,UPS,8.26,Delivered
537400,2010-12-06,2010-12-07,UPS,5.3,Delivered
537401,2010-12-08,2010-12-15,FedEx,3.75,Delivered
537403,2010-12-06,2010-12-07,FedEx,4.13,Delivered
C537402,2010-12-07,2010-12-10,UPS,4.61,Delivered
537404,2010-12-08,2010-12-13,Hermes,0.28,Delivered
537405,2010-12-08,2010-12-12,FedEx,5.18,Delivered
C537406,2010-12-06,2010-12-13,Royal Mail,3.43,Delivered
537407,2010-12-08,2010-12-11,DHL,7.83,Delivered
C537408,2010-12-06,2010-12-12,FedEx,5.66,Delivered
537409,2010-12-06,2010-12-08,Hermes,2.49,Delivered
537410,2010-12-08,2010-12-12,UPS,4.15,Delivered
537411,2010-12-08,2010-12-09,DHL,4.92,Delivered
537412,2010-12-06,2010-12-10,FedEx,5.22,Delivered
C537413,2010-12-07,2010-12-09,UPS,4.91,Delivered
537415,2010-12-07,2010-12-10,FedEx,2.73,Delivered
C537414,2010-12-07,2010-12-13,FedEx,3.71,Delivered
C537416,2010-12-08,2010-12-10,Royal Mail,3.89,Delivered
C537417,2010-12-06,2010-12-10,Hermes,3.05,Delivered
537418,2010-12-08,2010-12-15,FedEx,3.95,Delivered
537419,2010-12-07,2010-12-10,Hermes,2.34,Delivered
537420,2010-12-06,2010-12-08,DHL,2.82,Delivered
537421,2010-12-08,2010-12-11,UPS,5.3,Delivered
537422,2010-12-08,2010-12-13,UPS,5.17,Delivered
537423,2010-12-06,2010-12-13,DHL,1.4,Delivered
537424,2010-12-08,2010-12-15,Hermes,5.58,Delivered
537425,2010-12-07,2010-12-12,FedEx,4.41,Delivered
537426,2010-12-06,2010-12-11,Royal Mail,7.33,Delivered
537427,2010-12-08,2010-12-10,Hermes,5.95,Delivered
537428,2010-12-08,2010-12-10,DHL,3.86,Delivered
537429,2010-12-06,2010-12-12,DHL,7.14,Delivered
537430,2010-12-08,2010-12-13,UPS,7.01,Delivered
537432,2010-12-06,2010-12-10,DHL,6.29,Delivered
C537431,2010-12-08,2010-12-12,UPS,2.65,Delivered
537433,2010-12-08,2010-12-15,FedEx,4.0,Delivered
537434,2010-12-08,2010-12-09,UPS,5.0,Delivered
537435,2010-12-06,2010-12-11,Royal Mail,5.16,Delivered
537436,2010-12-06,2010-12-10,FedEx,4.23,Delivered
537437,2010-12-06,2010-12-07,UPS,2.62,Delivered
537438,2010-12-06,2010-12-09,UPS,5.46,Delivered
537439,2010-12-08,2010-12-14,UPS,5.98,Delivered
537440,2010-12-07,2010-12-11,UPS,7.97,Delivered
537441,2010-12-07,2010-12-08,Hermes,1.82,Delivered
537442,2010-12-06,2010-12-12,FedEx,9.62,Delivered
C537444,2010-12-08,2010-12-13,DHL,9.26,Delivered
C537445,2010-12-09,2010-12-11,Royal Mail,5.22,Delivered
537446,2010-12-08,2010-12-14,Hermes,0.0,Delivered
537447,2010-12-08,2010-12-13,UPS,5.67,Delivered
537448,2010-12-08,2010-12-10,FedEx,3.65,Delivered
537449,2010-12-07,2010-12-13,Royal Mail,7.88,Delivered
537450,2010-12-09,2010-12-16,Royal Mail,5.59,Delivered
537451,2010-12-07,2010-12-09,Royal Mail,5.42,Delivered
537452,2010-12-09,2010-12-15,Royal Mail,5.31,Delivered
537453,2010-12-07,2010-12-13,Royal Mail,3.81,Delivered
537454,2010-12-07,2010-12-14,Royal Mail,5.84,Delivered
537455,2010-12-07,2010-12-12,FedEx,5.44,Delivered
537456,2010-12-09,2010-12-12,Hermes,9.43,Delivered
537457,2010-12-09,2010-12-16,FedEx,5.34,Delivered
537458,2010-12-09,2010-12-14,DHL,9.07,Delivered
537459,2010-12-08,2010-12-11,FedEx,9.52,Delivered
537460,2010-12-09,2010-12-11,UPS,6.82,Delivered
537461,2010-12-09,2010-12-13,Royal Mail,9.69,Delivered
537462,2010-12-09,2010-12-13,Hermes,4.17,Delivered
537463,2010-12-08,2010-12-14,UPS,3.58,Delivered
537464,2010-12-07,2010-12-14,Hermes,5.92,Delivered
537465,2010-12-08,2010-12-10,DHL,4.02,Delivered
537466,2010-12-08,2010-12-09,Hermes,7.98,Delivered
537467,2010-12-08,2010-12-12,Hermes,3.05,Delivered
537468,2010-12-08,2010-12-10,FedEx,4.63,Delivered
537469,2010-12-09,2010-12-10,UPS,5.5,Delivered
537470,2010-12-09,2010-12-16,DHL,4.28,Delivered
537471,2010-12-07,2010-12-10,UPS,3.75,Delivered
537472,2010-12-07,2010-12-09,Hermes,2.59,Delivered
537476,2010-12-09,2010-12-15,Hermes,5.28,Delivered
537484,2010-12-08,2010-12-11,Royal Mail,6.34,Delivered
537489,2010-12-07,2010-12-09,Royal Mail,4.93,Delivered
537509,2010-12-07,2010-12-13,Hermes,1.65,Delivered
537523,2010-12-09,2010-12-11,UPS,7.18,Delivered
C537530,2010-12-08,2010-12-12,UPS,3.71,Delivered
537534,2010-12-09,2010-12-15,FedEx,4.32,Delivered
537538,2010-12-08,2010-12-12,Royal Mail,6.76,Delivered
537567,2010-12-09,2010-12-13,FedEx,6.65,Delivered
C537572,2010-12-08,2010-12-09,Hermes,4.01,Delivered
C537581,2010-12-07,2010-12-13,DHL,7.53,Delivered
537592,2010-12-09,2010-12-14,UPS,5.26,Delivered
537593,2010-12-08,2010-12-10,DHL,4.06,Delivered
537594,2010-12-07,2010-12-11,Hermes,6.71,Delivered
537595,2010-12-09,2010-12-15,FedEx,4.83,Delivered
C537596,2010-12-09,2010-12-15,UPS,8.71,Delivered
C537597,2010-12-08,2010-12-10,FedEx,6.55,Delivered
537598,2010-12-08,2010-12-10,Hermes,7.79,Delivered
537599,2010-12-09,2010-12-10,Hermes,8.79,Delivered
C537600,2010-12-09,2010-12-10,Royal Mail,5.82,Delivered
537601,2010-12-08,2010-12-10,DHL,6.04,Delivered
C537602,2010-12-07,2010-12-12,UPS,5.47,Delivered
537603,2010-12-08,2010-12-09,Hermes,1.98,Delivered
537604,2010-12-08,2010-12-14,UPS,1.45,Delivered
537605,2010-12-07,2010-12-08,Hermes,4.71,Delivered
537606,2010-12-09,2010-12-15,FedEx,4.9,Delivered
537607,2010-12-09,2010-12-12,Royal Mail,1.91,Delivered
537608,2010-12-08,2010-12-15,DHL,4.96,Delivered
537609,2010-12-07,2010-12-08,Hermes,5.77,Delivered
C537610,2010-12-09,2010-12-12,FedEx,6.05,Delivered
C537611,2010-12-08,2010-12-15,UPS,9.45,Delivered
537612,2010-12-08,2010-12-13,DHL,7.41,Delivered
C537613,2010-12-09,2010-12-11,FedEx,3.44,Delivered
537614,2010-12-09,2010-12-16,Royal Mail,1.45,Delivered
537615,2010-12-07,2010-12-11,UPS,3.37,Delivered
537616,2010-12-09,2010-12-10,DHL,6.59,Delivered
537617,2010-12-07,2010-12-11,UPS,3.9,Delivered
537618,2010-12-07,2010-12-12,Royal Mail,3.58,Delivered
537619,2010-12-07,2010-12-09,Hermes,4.39,Delivered
537620,2010-12-07,2010-12-13,FedEx,5.09,Delivered
537621,2010-12-09,2010-12-14,Royal Mail,6.67,Delivered
537622,2010-12-07,2010-12-09,Hermes,8.52,Delivered
537623,2010-12-07,2010-12-14,UPS,6.52,Delivered
537624,2010-12-09,2010-12-11,Hermes,4.27,Delivered
537625,2010-12-08,2010-12-14,Hermes,3.35,Delivered
537626,2010-12-07,2010-12-14,Royal Mail,7.92,Delivered
537627,2010-12-09,2010-12-15,FedEx,7.02,Delivered
537628,2010-12-07,2010-12-10,Hermes,5.71,Delivered
537629,2010-12-09,2010-12-14,UPS,6.74,Delivered
537631,2010-12-09,2010-12-12,UPS,4.66,Delivered
C537630,2010-12-08,2010-12-10,FedEx,3.17,Delivered
537632,2010-12-07,2010-12-13,Hermes,4.37,Delivered
537633,2010-12-09,2010-12-13,Royal Mail,5.23,Delivered
537634,2010-12-07,2010-12-13,Royal Mail,3.34,Delivered
537635,2010-12-07,2010-12-10,DHL,2.45,Delivered
537636,2010-12-07,2010-12-13,UPS,7.4,Delivered
537637,2010-12-08,2010-12-11,Royal Mail,9.02,Delivered
537638,2010-12-08,2010-12-11,FedEx,7.6,Delivered
537639,2010-12-07,2010-12-09,Royal Mail,5.84,Delivered
537640,2010-12-09,2010-12-14,UPS,7.02,Delivered
537641,2010-12-07,2010-12-08,Royal Mail,4.46,Delivered
537642,2010-12-09,2010-12-16,FedEx,5.7,Delivered
537643,2010-12-08,2010-12-09,FedEx,2.02,Delivered
537645,2010-12-09,2010-12-14,DHL,6.79,Delivered
C537644,2010-12-09,2010-12-14,DHL,4.52,Delivered
537646,2010-12-08,2010-12-11,FedEx,3.88,Delivered
C537647,2010-12-08,2010-12-10,Royal Mail,5.8,Delivered
537648,2010-12-08,2010-12-12,Royal Mail,6.39,Delivered
537649,2010-12-08,2010-12-11,DHL,4.57,Delivered
537650,2010-12-09,2010-12-11,UPS,2.7,Delivered
C537651,2010-12-07,2010-12-09,FedEx,7.01,Delivered
C537652,2010-12-09,2010-12-13,FedEx,5.09,Delivered
537653,2010-12-08,2010-12-11,UPS,6.58,Delivered
537654,2010-12-09,2010-12-11,FedEx,1.37,Delivered
537655,2010-12-08,2010-12-13,DHL,3.76,Delivered
C537656,2010-12-08,2010-12-11,FedEx,5.16,Delivered
537657,2010-12-09,2010-12-15,UPS,8.42,Delivered
537658,2010-12-08,2010-12-12,FedEx,4.3,Delivered
537659,2010-12-08,2010-12-11,Royal Mail,6.22,Delivered
537664,2010-12-09,2010-12-11,Hermes,4.45,Delivered
537665,2010-12-07,2010-12-13,UPS,6.28,Delivered
537666,2010-12-08,2010-12-15,Royal Mail,4.52,Delivered
537667,2010-12-09,2010-12-15,UPS,6.09,Delivered
537668,2010-12-09,2010-12-15,DHL,6.3,Delivered
537669,2010-12-10,2010-12-14,UPS,10.47,Delivered
537670,2010-12-09,2010-12-14,UPS,7.74,Delivered
537671,2010-12-10,2010-12-15,UPS,1.59,Delivered
537672,2010-12-09,2010-12-15,Hermes,4.04,Delivered
537673,2010-12-10,2010-12-16,Royal Mail,6.17,Delivered
537674,2010-12-10,2010-12-13,DHL,5.96,Delivered
537675,2010-12-10,2010-12-15,Royal Mail,2.35,Delivered
537676,2010-12-10,2010-12-14,FedEx,3.89,Delivered
C537677,2010-12-09,2010-12-10,Royal Mail,6.15,Delivered
537678,2010-12-10,2010-12-15,Hermes,5.82,Delivered
537679,2010-12-10,2010-12-16,Hermes,5.35,Delivered
537680,2010-12-09,2010-12-16,Hermes,6.9,Delivered
537681,2010-12-10,2010-12-15,DHL,4.75,Delivered
537682,2010-12-08,2010-12-11,UPS,5.37,Delivered
537683,2010-12-08,2010-12-09,DHL,3.94,Delivered
C537684,2010-12-08,2010-12-13,UPS,6.49,Delivered
537685,2010-12-09,2010-12-13,Royal Mail,2.14,Delivered
537686,2010-12-09,2010-12-10,FedEx,6.17,Delivered
537687,2010-12-08,2010-12-15,Royal Mail,6.82,Delivered
537688,2010-12-08,2010-12-14,DHL,5.26,Delivered
537689,2010-12-10,2010-12-12,Hermes,5.54,Delivered
537690,2010-12-10,2010-12-14,UPS,6.05,Delivered
537691,2010-12-08,2010-12-15,UPS,4.12,Delivered
537692,2010-12-10,2010-12-14,UPS,4.06,Delivered
537693,2010-12-08,2010-12-14,Hermes,6.62,Delivered
537694,2010-12-09,2010-12-13,Royal Mail,3.54,Delivered
537698,2010-12-10,2010-12-12,DHL,4.45,Delivered
537700,2010-12-08,2010-12-13,Royal Mail,8.07,Delivered
537707,2010-12-10,2010-12-12,FedEx,3.98,Delivered
537738,2010-12-09,2010-12-15,UPS,6.96,Delivered
537743,2010-12-10,2010-12-16,FedEx,2.75,Delivered
C537746,2010-12-10,2010-12-11,FedEx,3.43,Delivered
537751,2010-12-09,2010-12-16,UPS,2.29,Delivered
537754,2010-12-10,2010-12-17,FedEx,2.53,Delivered
537755,2010-12-10,2010-12-15,Royal Mail,4.19,Delivered
C537756,2010-12-08,2010-12-11,Royal Mail,3.47,Delivered
537757,2010-12-08,2010-12-11,DHL,2.92,Delivered
537758,2010-12-08,2010-12-13,UPS,4.86,Delivered
537759,2010-12-09,2010-12-11,UPS,2.97,Delivered
537760,2010-12-10,2010-12-12,Hermes,2.69,Delivered
537761,2010-12-08,2010-12-12,FedEx,6.11,Delivered
537762,2010-12-09,2010-12-14,Royal Mail,6.34,Delivered
C537763,2010-12-09,2010-12-10,UPS,7.4,Delivered
537764,2010-12-10,2010-12-15,UPS,7.78,Delivered
537765,2010-12-09,2010-12-15,UPS,1.7,Delivered
537766,2010-12-09,2010-12-11,Royal Mail,6.94,Delivered
537767,2010-12-10,2010-12-11,DHL,4.58,Delivered
537768,2010-12-10,2010-12-13,DHL,6.55,Delivered
537769,2010-12-09,2010-12-14,UPS,4.07,Delivered
537770,2010-12-08,2010-12-11,Hermes,4.7,Delivered
537771,2010-12-09,2010-12-14,Royal Mail,5.14,Delivered
537772,2010-12-08,2010-12-12,Royal Mail,2.85,Delivered
537773,2010-12-10,2010-12-17,DHL,2.75,Delivered
537774,2010-12-09,2010-12-12,FedEx,12.29,Delivered
537775,2010-12-08,2010-12-12,Royal Mail,5.24,Delivered
537780,2010-12-10,2010-12-15,FedEx,3.55,Delivered
537781,2010-12-10,2010-12-15,UPS,5.55,Delivered
537789,2010-12-08,2010-12-15,DHL,5.95,Delivered
C537788,2010-12-08,2010-12-13,FedEx,2.36,Delivered
537791,2010-12-08,2010-12-11,FedEx,4.46,Delivered
537792,2010-12-09,2010-12-14,FedEx,7.3,Delivered
537793,2010-12-10,2010-12-17,Royal Mail,4.29,Delivered
537794,2010-12-08,2010-12-15,UPS,10.46,Delivered
537795,2010-12-10,2010-12-12,DHL,1.94,Delivered
537796,2010-12-08,2010-12-10,FedEx,6.6,Delivered
537799,2010-12-10,2010-12-14,UPS,2.02,Delivered
C537797,2010-12-08,2010-12-13,FedEx,3.65,Delivered
C537798,2010-12-08,2010-12-14,Royal Mail,3.6,Delivered
537800,2010-12-09,2010-12-14,FedEx,3.61,Delivered
537801,2010-12-09,2010-12-13,FedEx,1.15,Delivered
537802,2010-12-10,2010-12-11,Royal Mail,4.74,Delivered
537803,2010-12-10,2010-12-16,FedEx,2.8,Delivered
537804,2010-12-08,2010-12-15,Hermes,0.8,Delivered
C537805,2010-12-08,2010-12-12,FedEx,8.15,Delivered
537806,2010-12-09,2010-12-16,FedEx,3.62,Delivered
537808,2010-12-10,2010-12-17,UPS,7.24,Delivered
C537807,2010-12-09,2010-12-15,Royal Mail,7.69,Delivered
537809,2010-12-09,2010-12-10,Royal Mail,5.8,Delivered
537810,2010-12-08,2010-12-12,UPS,10.04,Delivered
537811,2010-12-08,2010-12-14,DHL,5.02,Delivered
C537812,2010-12-10,2010-12-13,DHL,7.88,Delivered
537813,2010-12-08,2010-12-14,FedEx,2.1,Delivered
C537814,2010-12-09,2010-12-10,FedEx,3.52,Delivered
537815,2010-12-08,2010-12-12,FedEx,2.51,Delivered
537816,2010-12-10,2010-12-16,DHL,4.21,Delivered
537817,2010-12-08,2010-12-09,DHL,5.38,Delivered
537818,2010-12-09,2010-12-10,DHL,2.99,Delivered
537819,2010-12-09,2010-12-10,Royal Mail,3.66,Delivered
C537820,2010-12-10,2010-12-13,Royal Mail,7.09,Delivered
C537821,2010-12-08,2010-12-12,Royal Mail,4.84,Delivered
537822,2010-12-08,2010-12-12,Royal Mail,4.89,Delivered
537823,2010-12-09,2010-12-12,FedEx,4.08,Delivered
C537824,2010-12-08,2010-12-12,DHL,3.11,Delivered
537825,2010-12-08,2010-12-13,Hermes,2.66,Delivered
537826,2010-12-08,2010-12-13,DHL,2.02,Delivered
537827,2010-12-10,2010-12-16,DHL,6.18,Delivered
537828,2010-12-09,2010-12-14,UPS,5.54,Delivered
537829,2010-12-08,2010-12-10,Royal Mail,4.34,Delivered
537830,2010-12-10,2010-12-16,UPS,3.74,Delivered
537831,2010-12-08,2010-12-10,FedEx,6.7,Delivered
C537832,2010-12-10,2010-12-11,DHL,2.44,Delivered
537833,2010-12-10,2010-12-13,Royal Mail,4.11,Delivered
C537834,2010-12-10,2010-12-13,DHL,2.63,Delivered
C537835,2010-12-10,2010-12-14,FedEx,4.73,Delivered
537836,2010-12-10,2010-12-11,DHL,4.02,Delivered
537837,2010-12-09,2010-12-15,Hermes,5.03,Delivered
C537838,2010-12-08,2010-12-13,Royal Mail,9.65,Delivered
537839,2010-12-08,2010-12-12,Hermes,4.62,Delivered
537840,2010-12-09,2010-12-12,Hermes,3.61,Delivered
537841,2010-12-08,2010-12-09,Hermes,1.9,Delivered
537842,2010-12-08,2010-12-09,FedEx,5.97,Delivered
537843,2010-12-09,2010-12-14,FedEx,9.42,Delivered
537844,2010-12-10,2010-12-16,Hermes,5.23,Delivered
537845,2010-12-09,2010-12-10,Hermes,2.91,Delivered
537846,2010-12-10,2010-12-15,DHL,4.7,Delivered
